"nr_caf";"categoria_renda";"ds_tipo_renda";"ds_produto";"vl_renda_auferida";"vl_renda_estimada"
6;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Frutas Lavoura Permanente;5500.00;5500.00
6;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;26000.00;26000.00
6;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;18356.00;18356.00
8;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;60000.00;60000.00
9;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;90000.00;90000.00
9;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;7200.00;7200.00
10;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Frutas Lavoura Permanente;7000.00;7000.00
10;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;7200.00;7200.00
14;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;27000.00;27000.00
14;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;34000.00;34000.00
14;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;104750.00;104750.00
14;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;40456.00;40456.00
14;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego temporário no meio urbano;28600.00;28600.00
15;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Banana - Kg;7200.00;7200.00
15;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Batata-Doce - Kg;14400.00;14400.00
15;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão Verde - Kg;3600.00;3600.00
15;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Mandioca (Aipim, Macaxeira) - Kg;21600.00;21600.00
17;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;540.00;540.00
17;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Mandioca;600.00;600.00
17;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura não integrada Corte;1600.00;1600.00
17;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;2208.00;2208.00
18;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;9000.00;9000.00
18;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Caprinos;2400.00;2400.00
18;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Ovinos;3500.00;3500.00
18;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Suinocultura Não Integrada - Carne;2400.00;2400.00
18;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego temporário no meio urbano;60125.00;22805.00
20;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Pecuária;Bovinos - Corte;10000.00;10000.00
20;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;7800.00;7800.00
23;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;500.00;500.00
23;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;1000.00;1000.00
23;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras Lavouras Temporarias;500.00;500.00
23;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Produtos Olericolas em Geral;300.00;300.00
23;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;4000.00;4000.00
23;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;7200.00;7200.00
24;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;329092.80;329092.80
24;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego temporário no meio urbano;42000.00;42000.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Avicultura não integrada Corte;500.00;500.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Banana;250.00;250.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Búfalos (bubalinos) Leite;350.00;350.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;400.00;400.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Mandioca;750.00;750.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Avicultura;Ovos;350.00;350.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Banana - Kg;1150.00;1150.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Cacau (Amêndoa) - Kg;8900.00;8900.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Abacaxi ou Ananas - Fruto;200.00;200.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Pecuária;Bovinos - Corte;7600.00;7600.00
27;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Pecuária;Bovinos - Leite;9100.00;9100.00
27;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego permanente no meio urbano;12672.00;12672.00
29;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Cana-de-açúcar;200.00;200.00
29;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Mandioca;200.00;200.00
29;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras Frutas Lavoura Permanente;1000.00;1000.00
29;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Produtos Olericolas em Geral;2080.00;2080.00
29;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;3040.00;3040.00
30;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Outras Culturas;40000.00;40000.00
30;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;12600.00;12600.00
30;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Sementes e Mudas;Mudas - Frutiferas;30000.00;30000.00
30;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria ou pensão INSS;68960.64;68960.64
32;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;1820.00;1820.00
32;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Ovos;2600.00;2600.00
32;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;2190.00;2190.00
32;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;APOSENTADORIA POR IDADE - RURAL;19734.00;19734.00
34;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;485000.00;485000.00
34;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria ou pensão INSS;14544.00;14544.00
39;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Frutas Lavoura Permanente;20000.00;20000.00
39;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;10000.00;10000.00
41;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;145000.00;145000.00
41;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;65000.00;65000.00
42;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;225000.00;225000.00
43;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras Lavouras Temporarias;1050.00;1050.00
43;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;1950.00;1950.00
45;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Avicultura não integrada Carne;2880.00;2880.00
45;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras Lavouras Temporarias;2600.00;2600.00
45;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;4080.00;4080.00
46;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;900.00;900.00
46;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Produtos Olericolas em Geral;1000.00;1000.00
46;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Mandioca;2000.00;2000.00
46;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;3000.00;3000.00
47;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;360000.00;360000.00
49;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras frutas Lavoura Temporaria;300.00;300.00
49;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras Lavouras Temporarias;900.00;900.00
49;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Mandioca;4500.00;4500.00
49;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura não integrada Corte;500.00;500.00
49;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Suinocultura Não Integrada - Carne;2000.00;2000.00
49;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Outros Benefícios Sociais;3600.00;3600.00
50;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Avicultura não integrada Carne;200.00;200.00
50;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Ovos;200.00;200.00
50;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Lavouras Permanentes;500.00;500.00
50;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão;600.00;600.00
50;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Mandioca;2000.00;2000.00
50;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;500.00;500.00
50;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Outras Lavouras Temporarias;300.00;300.00
50;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura Integrada Corte;400.00;400.00
50;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Suinocultura Integrada Carne;2000.00;2000.00
52;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Produtos Olericolas em Geral;2600.00;2600.00
52;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Frutas Lavoura Permanente;3000.00;3000.00
52;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Mandioca;1200.00;1200.00
52;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;5000.00;5000.00
52;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;35608.00;35608.00
53;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;2400.00;2400.00
53;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego temporário no meio urbano;1800.00;1800.00
53;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;7000.00;7000.00
54;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;1000.00;1000.00
54;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Mandioca;1200.00;1200.00
54;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;200.00;200.00
54;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Produtos Olericolas em Geral;1200.00;1200.00
56;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;207000.00;207000.00
1062;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;1000.00;1000.00
1062;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Suinocultura Não Integrada - Carne;3000.00;3000.00
1062;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Frutas Lavoura Permanente;6000.00;6000.00
1062;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;APOSENTADORIA POR IDADE - RURAL;36920.00;20306.00
1063;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Acerola ou Cereja-Das-Antilhas - Kg;2000.00;2000.00
1063;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Mandioca (Aipim, Macaxeira) - Kg;3000.00;3000.00
1063;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Emprego permanente no meio urbano;5000.00;5000.00
1070;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Frutas Lavoura Permanente;176000.00;176000.00
1070;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria ou pensão INSS;16250.00;16250.00
1076;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Leite;15000.00;15000.00
1076;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aluguel de Benfeitorias e Instalações;10000.00;10000.00
1079;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Permanentes;Outras Lavouras Permanentes;2000.00;2000.00
1079;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão;1200.00;1200.00
1079;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;600.00;600.00
1079;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Outras Culturas;2000.00;2000.00
1079;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura Integrada Corte;1000.00;1000.00
1079;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Suinocultura Integrada Carne;1500.00;1500.00
1079;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;4800.00;4800.00
1082;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Flores Lavoura Temporaria;48000.00;48000.00
1084;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Produtos Olericolas em Geral;8000.00;8000.00
1084;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Tomate;1500.00;1500.00
1085;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;860.00;860.00
1085;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Mandioca;750.00;750.00
1085;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;200.00;200.00
1085;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;APOSENTADORIA POR IDADE - RURAL;19734.00;19734.00
1086;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;37000.00;37000.00
1086;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Aposentadoria Rural;39960.00;39960.00
2084;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;92400.21;92400.21
2084;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Outras Lavouras Temporarias;1897.56;1897.56
2084;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Bovinos - Corte;13884.00;13884.00
2085;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;600.00;600.00
2085;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras Lavouras Permanentes;1000.00;1000.00
2085;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Produtos Olericolas em Geral;600.00;600.00
2085;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Suinocultura Não Integrada - Carne;1500.00;1500.00
2085;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;841.00;841.00
2087;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Café;100.00;100.00
2087;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;600.00;600.00
2087;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Mandioca;500.00;500.00
2087;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;100.00;100.00
2087;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras Frutas Lavoura Permanente;100.00;100.00
2087;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;4800.00;4800.00
2095;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;1000.00;1000.00
2095;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Mandioca;300.00;300.00
2095;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Produtos Olericolas em Geral;2600.00;2600.00
2095;RENDA FORA DO ESTABALECIMENTO AGROPECUÁRIO;Rendas fora do estabelecimento;Programa Bolsa Família;10200.00;10200.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Avicultura não integrada Carne;2000.00;2000.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Feijão;1800.00;1800.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Milho;3000.00;3000.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Outras Lavouras Temporarias;550.00;550.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Ovos;900.00;900.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Autoconsumo UFPA;Suinocultura Não Integrada - Carne;2500.00;2500.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Feijão;2000.00;2000.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Milho;3000.00;3000.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Lavouras Temporárias;Outras Lavouras Temporarias;650.00;650.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Avicultura não integrada Corte;2100.00;2100.00
2096;RENDA DO ESTABELECIMENTO AGROPECUÁRIO;Produção Animal;Suinocultura Não Integrada - Carne;2500.00;2500.00
