Cod_IBGE,Região,UF,Município,Cadinsan_absoluto_com_PBF,Cadinsan_absoluto_sem_PBF,Cadastros_Cadunico,Cadinsan_proporcional_com_PBF,Cadinsan_proporcional_sem_PBF
2901007,Nordeste,Bahia,Amargosa,409,1095,4871,"8,4%","22,5%"
2905602,Nordeste,Bahia,Camacan,409,607,4212,"9,7%","14,4%"
1600808,Norte,Amapá,Vitória do Jari,408,506,2333,"17,5%","21,7%"
2103604,Nordeste,Maranhão,Coroatá,408,2060,10085,"4,0%","20,4%"
2207801,Nordeste,Piauí,Paulistana,408,1181,4185,"9,7%","28,2%"
2914901,Nordeste,Bahia,Itacaré,408,995,4945,"8,3%","20,1%"
3140704,Sudeste,Minas Gerais,Mateus Leme,408,577,2899,"14,1%","19,9%"
3203908,Sudeste,Espírito Santo,Nova Venécia,408,769,5094,"8,0%","15,1%"
3204054,Sudeste,Espírito Santo,Pedro Canário,408,657,3302,"12,4%","19,9%"
5105622,Centro-Oeste,Mato Grosso,Mirassol d’Oeste,408,735,4550,"9,0%","16,2%"
2104800,Nordeste,Maranhão,Grajaú,407,2163,12783,"3,2%","16,9%"
2933059,Nordeste,Bahia,Várzea da Roça,407,644,3052,"13,3%","21,1%"
1501006,Norte,Pará,Aveiro,406,1700,2836,"14,3%","59,9%"
2706802,Nordeste,Alagoas,Piaçabuçu,406,920,3945,"10,3%","23,3%"
2801405,Nordeste,Sergipe,Carira,406,1284,3419,"11,9%","37,6%"
3534708,Sudeste,São Paulo,Ourinhos,405,692,5848,"6,9%","11,8%"
1501105,Norte,Pará,Bagre,404,1951,4372,"9,2%","44,6%"
3109402,Sudeste,Minas Gerais,Buritizeiro,404,1480,5425,"7,4%","27,3%"
2103901,Nordeste,Maranhão,Duque Bacelar,403,653,2924,"13,8%","22,3%"
2926400,Nordeste,Bahia,Riacho de Santana,403,1238,5482,"7,4%","22,6%"
3101003,Sudeste,Minas Gerais,Águas Verme- lhas,403,573,2822,"14,3%","20,3%"
3300605,Sudeste,Rio de Janeiro,Bom Jesus do Itabapoana,403,693,4885,"8,2%","14,2%"
3530706,Sudeste,São Paulo,Mogi Guaçu,403,622,6468,"6,2%","9,6%"
1702208,Norte,Tocantins,Araguatins,402,2347,4482,"9,0%","52,4%"
2203206,Nordeste,Piauí,Curimatá,402,185,2001,"20,1%","9,2%"
2501302,Nordeste,Paraíba,Aroeiras,402,596,4776,"8,4%","12,5%"
3144300,Sudeste,Minas Gerais,Nanuque,402,624,3974,"10,1%","15,7%"
2202406,Nordeste,Piauí,Capitão de Campos,401,372,2684,"14,9%","13,9%"
2801702,Nordeste,Sergipe,Cristinápolis,401,861,3282,"12,2%","26,2%"
2901908,Nordeste,Bahia,Aporá,401,53,2919,"13,7%","1,8%"
2918506,Nordeste,Bahia,Jussara,401,845,2952,"13,6%","28,6%"
2923209,Nordeste,Bahia,Oliveira dos Brejinhos,401,536,3362,"11,9%","15,9%"
3132107,Sudeste,Minas Gerais,Itacarambi,401,554,2911,"13,8%","19,0%"
4303004,Sul,Rio Grande do Sul,Cachoeira do Sul,401,997,5811,"6,9%","17,2%"
4321600,Sul,Rio Grande do Sul,Tramandaí,401,821,4882,"8,2%","16,8%"
2509404,Nordeste,Paraíba,Mogeiro,400,178,3372,"11,9%","5,3%"
3127057,Sudeste,Minas Gerais,Fronteira dos Vales,399,420,1566,"25,5%","26,8%"
4307005,Sul,Rio Grande do Sul,Erechim,399,568,5098,"7,8%","11,1%"
2311900,Nordeste,Ceará,Saboeiro,398,687,3098,"12,8%","22,2%"
3139607,Sudeste,Minas Gerais,Mantena,398,737,3702,"10,8%","19,9%"
2107456,Nordeste,Maranhão,Olinda Nova do Maranhão,397,499,2511,"15,8%","19,9%"
2807600,Nordeste,Sergipe,Umbaúba,397,1680,5789,"6,9%","29,0%"
2924306,Nordeste,Bahia,Piatã,397,661,3552,"11,2%","18,6%"
4216602,Sul,Santa Catarina,São José,397,602,7848,"5,1%","7,7%"
2505402,Nordeste,Paraíba,Desterro,396,753,2208,"17,9%","34,1%"
4126256,Sul,Paraná,Sarandi,396,562,6648,"6,0%","8,5%"
2203305,Nordeste,Piauí,Demerval Lobão,395,912,3488,"11,3%","26,1%"
2210805,Nordeste,Piauí,Simplício Men- des,395,574,2506,"15,8%","22,9%"
2101707,Nordeste,Maranhão,Barreirinhas,394,2028,9015,"4,4%","22,5%"
2111078,Nordeste,Maranhão,São João do Soter,394,689,2996,"13,2%","23,0%"
2209971,Nordeste,Piauí,São João do Arraial,394,605,1848,"21,3%","32,7%"
2614808,Nordeste,Pernambuco,Tacaratu,394,752,3411,"11,6%","22,0%"
4109807,Sul,Paraná,Ibiporã,394,541,4796,"8,2%","11,3%"
1302702,Norte,Amazonas,Manicoré,393,4692,7490,"5,2%","62,6%"
2411502,Nordeste,Rio Grande do Norte,Santo Antônio,393,1085,3601,"10,9%","30,1%"
1716208,Norte,Tocantins,Paranã,392,754,2062,"19,0%","36,6%"
2303659,Nordeste,Ceará,Catunda,391,262,2009,"19,5%","13,0%"
2112605,Nordeste,Maranhão,Urbano Santos,390,920,5479,"7,1%","16,8%"
2703106,Nordeste,Alagoas,Igaci,390,821,3903,"10,0%","21,0%"
2933109,Nordeste,Bahia,Várzea do Poço,390,249,1589,"24,5%","15,7%"
3122454,Sudeste,Minas Gerais,Divisópolis,390,480,2005,"19,5%","23,9%"
4127700,Sul,Paraná,Toledo,390,530,8039,"4,9%","6,6%"
1721208,Norte,Tocantins,Tocantinópolis,389,1227,3852,"10,1%","31,9%"
3130101,Sudeste,Minas Gerais,Igarapé,389,594,3439,"11,3%","17,3%"
3306206,Sudeste,Rio de Janeiro,Vassouras,389,646,3364,"11,6%","19,2%"
2103109,Nordeste,Maranhão,Cedral,387,399,1600,"24,2%","24,9%"
2108702,Nordeste,Maranhão,Pio XII,387,768,3924,"9,9%","19,6%"
3505500,Sudeste,São Paulo,Barretos,387,496,4505,"8,6%","11,0%"
1200450,Norte,Acre,Senador Guio- mard,386,1365,3374,"11,4%","40,5%"
1304005,Norte,Amazonas,Silves,386,1509,2272,"17,0%","66,4%"
2301109,Nordeste,Ceará,Aracati,386,1797,8094,"4,8%","22,2%"
2202505,Nordeste,Piauí,Caracol,385,556,1776,"21,7%","31,3%"
2900108,Nordeste,Bahia,Abaíra,384,596,1641,"23,4%","36,3%"
2920205,Nordeste,Bahia,Malhada,384,290,3252,"11,8%","8,9%"
2107407,Nordeste,Maranhão,Olho d’Água das Cunhãs,383,746,3172,"12,1%","23,5%"
2202752,Nordeste,Piauí,Colônia do Gurguéia,383,430,1639,"23,4%","26,2%"
2409803,Nordeste,Rio Grande do Norte,Pedro Velho,383,446,2749,"13,9%","16,2%"
2608107,Nordeste,Pernambuco,João Alfredo,383,972,4588,"8,3%","21,2%"
3137601,Sudeste,Minas Gerais,Lagoa Santa,383,568,3859,"9,9%","14,7%"
3304102,Sudeste,Rio de Janeiro,Porciúncula,383,751,2984,"12,8%","25,2%"
1303700,Norte,Amazonas,Santo Antônio do Içá,382,2904,4070,"9,4%","71,4%"
1503077,Norte,Pará,Garrafão do Norte,382,2971,4166,"9,2%","71,3%"
2304004,Nordeste,Ceará,Coreaú,381,1024,4055,"9,4%","25,3%"
1702406,Norte,Tocantins,Arraias,380,1070,2210,"17,2%","48,4%"
3508504,Sudeste,São Paulo,Caçapava,380,630,4193,"9,1%","15,0%"
1705508,Norte,Tocantins,Colinas do Tocantins,379,2457,5513,"6,9%","44,6%"
2913101,Nordeste,Bahia,Ibititá,379,631,2813,"13,5%","22,4%"
2412807,Nordeste,Rio Grande do Norte,São Rafael,378,673,2323,"16,3%","29,0%"
2600104,Nordeste,Pernambuco,Afogados da Ingazeira,378,1603,6565,"5,8%","24,4%"
2111003,Nordeste,Maranhão,São João Batista,377,870,4721,"8,0%","18,4%"
2803401,Nordeste,Sergipe,Japoatã,377,799,2967,"12,7%","26,9%"
2113009,Nordeste,Maranhão,Vitorino Freire,376,733,3651,"10,3%","20,1%"
2304301,Nordeste,Ceará,Farias Brito,376,707,3255,"11,6%","21,7%"
2915403,Nordeste,Bahia,Itaju do Colônia,376,121,1982,"19,0%","6,1%"
5218003,Centro-Oeste,Goiás,Porangatu,376,640,4925,"7,6%","13,0%"
2309102,Nordeste,Ceará,Mulungu,375,497,2056,"18,2%","24,2%"
2406601,Nordeste,Rio Grande do Norte,Lagoa Salgada,375,698,2452,"15,3%","28,5%"
2708501,Nordeste,Alagoas,São Luís do Quitunde,375,1294,5399,"6,9%","24,0%"
1100288,Norte,Rondônia,Rolim de Moura,374,966,4050,"9,2%","23,9%"
2200301,Nordeste,Piauí,Alto Longá,374,902,2600,"14,4%","34,7%"
2932309,Nordeste,Bahia,Ubatã,374,1059,3756,"10,0%","28,2%"
3302254,Sudeste,Rio de Janeiro,Itatiaia,374,416,2988,"12,5%","13,9%"
3511102,Sudeste,São Paulo,Catanduva,374,593,4085,"9,2%","14,5%"
2313559,Nordeste,Ceará,Tururu,372,547,3169,"11,7%","17,3%"
2510105,Nordeste,Paraíba,Nova Floresta,372,451,2012,"18,5%","22,4%"
2900801,Nordeste,Bahia,Alcobaça,372,1276,5661,"6,6%","22,5%"
2805703,Nordeste,Sergipe,Propriá,371,1523,5560,"6,7%","27,4%"
4202404,Sul,Santa Catarina,Blumenau,371,565,8623,"4,3%","6,6%"
2111508,Nordeste,Maranhão,São Mateus do Maranhão,370,1007,5457,"6,8%","18,5%"
2301703,Nordeste,Ceará,Aurora,370,832,4123,"9,0%","20,2%"
3203056,Sudeste,Espírito Santo,Jaguaré,370,563,3635,"10,2%","15,5%"
3203205,Sudeste,Espírito Santo,Linhares,370,847,7523,"4,9%","11,3%"
2207603,Nordeste,Piauí,Parnaguá,369,138,1959,"18,8%","7,0%"
2930402,Nordeste,Bahia,Serra Preta,369,645,3681,"10,0%","17,5%"
5000708,Centro-Oeste,Mato Grosso do Sul,Anastácio,369,656,3296,"11,2%","19,9%"
2201101,Nordeste,Piauí,Avelino Lopes,367,108,1791,"20,5%","6,0%"
2505105,Nordeste,Paraíba,Cuité,367,836,3075,"11,9%","27,2%"
2616506,Nordeste,Pernambuco,Xexéu,367,227,3156,"11,6%","7,2%"
3555000,Sudeste,São Paulo,Tupã,367,581,4534,"8,1%","12,8%"
1503754,Norte,Pará,Jacareacanga,366,2112,2881,"12,7%","73,3%"
2111904,Nordeste,Maranhão,Sucupira do Norte,366,265,2512,"14,6%","10,5%"
2902609,Nordeste,Bahia,Baixa Grande,366,937,3118,"11,7%","30,1%"
2923506,Nordeste,Bahia,Palmeiras,366,444,2404,"15,2%","18,5%"
5003306,Centro-Oeste,Mato Grosso do Sul,Coxim,366,986,5296,"6,9%","18,6%"
3139300,Sudeste,Minas Gerais,Manga,365,634,3531,"10,3%","18,0%"
2511400,Nordeste,Paraíba,Picuí,364,349,3096,"11,8%","11,3%"
2928901,Nordeste,Bahia,São Desidério,364,796,5323,"6,8%","15,0%"
3158953,Sudeste,Minas Gerais,Santana do Paraíso,364,581,4050,"9,0%","14,3%"
4311007,Sul,Rio Grande do Sul,Jaguarão,364,893,3585,"10,2%","24,9%"
2516300,Nordeste,Paraíba,Sumé,363,1094,3593,"10,1%","30,4%"
2605608,Nordeste,Pernambuco,Flores,363,172,3907,"9,3%","4,4%"
2922409,Nordeste,Bahia,Mutuípe,363,876,3215,"11,3%","27,2%"
2313757,Nordeste,Ceará,Umirim,362,436,2989,"12,1%","14,6%"
3139409,Sudeste,Minas Gerais,Manhuaçu,362,492,5430,"6,7%","9,1%"
2504306,Nordeste,Paraíba,Catolé do Rocha,361,1274,5240,"6,9%","24,3%"
2918555,Nordeste,Bahia,Jussari,361,321,1691,"21,3%","19,0%"
5221601,Centro-Oeste,Goiás,Uruaçu,361,546,4102,"8,8%","13,3%"
2502409,Nordeste,Paraíba,Bonito de Santa Fé,360,640,2350,"15,3%","27,2%"
2906204,Nordeste,Bahia,Canarana,360,829,3266,"11,0%","25,4%"
5107065,Centro-Oeste,Mato Grosso,Querência,360,627,2650,"13,6%","23,7%"
5217401,Centro-Oeste,Goiás,Pires do Rio,359,686,3631,"9,9%","18,9%"
2902203,Nordeste,Bahia,Aramari,358,610,2177,"16,4%","28,0%"
3149309,Sudeste,Minas Gerais,Pedro Leopoldo,358,623,3474,"10,3%","17,9%"
2615003,Nordeste,Pernambuco,Taquaritinga do Norte,357,1707,6334,"5,6%","26,9%"
2905800,Nordeste,Bahia,Camamu,357,1328,5037,"7,1%","26,4%"
1502855,Norte,Pará,Curuá,356,1626,2782,"12,8%","58,4%"
2910602,Nordeste,Bahia,Esplanada,356,756,4723,"7,5%","16,0%"
3504107,Sudeste,São Paulo,Atibaia,356,600,5239,"6,8%","11,5%"
1502954,Norte,Pará,Eldorado do Carajás,355,2090,4900,"7,2%","42,7%"
2922003,Nordeste,Bahia,Mucuri,355,956,5456,"6,5%","17,5%"
2925402,Nordeste,Bahia,Potiraguá,355,601,2692,"13,2%","22,3%"
3134707,Sudeste,Minas Gerais,Jacinto,355,553,2395,"14,8%","23,1%"
2507606,Nordeste,Paraíba,Juarez Távora,354,737,2560,"13,8%","28,8%"
4303509,Sul,Rio Grande do Sul,Camaquã,354,1082,6362,"5,6%","17,0%"
2917706,Nordeste,Bahia,Jaguarari,353,1875,6096,"5,8%","30,8%"
3202108,Sudeste,Espírito Santo,Ecoporanga,353,559,2787,"12,7%","20,1%"
5000203,Centro-Oeste,Mato Grosso do Sul,Água Clara,353,414,2695,"13,1%","15,4%"
2927705,Nordeste,Bahia,Santa Cruz Cabrália,352,829,4061,"8,7%","20,4%"
1302801,Norte,Amazonas,Maraã,351,1735,2878,"12,2%","60,3%"
1400233,Norte,Roraima,Caroebe,351,1134,2219,"15,8%","51,1%"
2305332,Nordeste,Ceará,Ibicuitinga,351,567,2633,"13,3%","21,5%"
3203403,Sudeste,Espírito Santo,Mimoso do Sul,351,950,4576,"7,7%","20,8%"
2109601,Nordeste,Maranhão,Rosário,350,808,4915,"7,1%","16,4%"
2313609,Nordeste,Ceará,Ubajara,350,1018,5181,"6,8%","19,6%"
2926509,Nordeste,Bahia,Ribeira do Amparo,350,444,2358,"14,8%","18,8%"
4111803,Sul,Paraná,Jacarezinho,350,533,4168,"8,4%","12,8%"
2202778,Nordeste,Piauí,Colônia do Piauí,349,513,1593,"21,9%","32,2%"
3169307,Sudeste,Minas Gerais,Três Corações,349,971,5371,"6,5%","18,1%"
2202174,Nordeste,Piauí,Campo Largo do Piauí,348,546,1828,"19,0%","29,9%"
2409100,Nordeste,Rio Grande do Norte,Passa e Fica,348,121,2359,"14,8%","5,1%"
3162906,Sudeste,Minas Gerais,São João Nepo- muceno,348,466,3288,"10,6%","14,2%"
2601003,Nordeste,Pernambuco,Angelim,347,101,2223,"15,6%","4,5%"
3135605,Sudeste,Minas Gerais,Jequitaí,347,431,1588,"21,9%","27,1%"
2709400,Nordeste,Alagoas,Viçosa,346,1194,5842,"5,9%","20,4%"
2501906,Nordeste,Paraíba,Belém,345,777,3015,"11,4%","25,8%"
2923407,Nordeste,Bahia,Palmas de Monte Alto,345,980,4176,"8,3%","23,5%"
2300150,Nordeste,Ceará,Acarape,344,515,2204,"15,6%","23,4%"
2919801,Nordeste,Bahia,Macaúbas,344,1541,7260,"4,7%","21,2%"
5220207,Centro-Oeste,Goiás,São Miguel do Araguaia,344,877,4469,"7,7%","19,6%"
1301100,Norte,Amazonas,Careiro,343,2178,4453,"7,7%","48,9%"
1506195,Norte,Pará,Rurópolis,343,1921,3787,"9,1%","50,7%"
2506707,Nordeste,Paraíba,Imaculada,343,564,2245,"15,3%","25,1%"
2925501,Nordeste,Bahia,Prado,343,833,5257,"6,5%","15,8%"
3152204,Sudeste,Minas Gerais,Porteirinha,343,1259,5969,"5,7%","21,1%"
3200201,Sudeste,Espírito Santo,Alegre,343,561,3443,"10,0%","16,3%"
2102325,Nordeste,Maranhão,Buriticupu,342,929,7091,"4,8%","13,1%"
2704609,Nordeste,Alagoas,Maravilha,341,695,2364,"14,4%","29,4%"
2922656,Nordeste,Bahia,Nordestina,341,418,2718,"12,5%","15,4%"
3118304,Sudeste,Minas Gerais,Conselheiro Lafaiete,341,728,5597,"6,1%","13,0%"
3551504,Sudeste,São Paulo,Serrana,341,399,3108,"11,0%","12,8%"
1100338,Norte,Rondônia,Nova Mamoré,340,1261,2786,"12,2%","45,3%"
1303957,Norte,Amazonas,São Sebastião do Uatumã,340,1164,2426,"14,0%","48,0%"
1507409,Norte,Pará,São Francisco do Pará,340,1768,2914,"11,7%","60,7%"
2111102,Nordeste,Maranhão,São João dos Patos,340,1217,5332,"6,4%","22,8%"
2208205,Nordeste,Piauí,Pio IX,340,1451,3723,"9,1%","39,0%"
2412609,Nordeste,Rio Grande do Norte,São Paulo do Potengi,340,704,2683,"12,7%","26,2%"
2601805,Nordeste,Pernambuco,Betânia,340,354,3252,"10,5%","10,9%"
3132503,Sudeste,Minas Gerais,Itamarandiba,340,820,4298,"7,9%","19,1%"
3200805,Sudeste,Espírito Santo,Baixo Guandu,340,456,3004,"11,3%","15,2%"
3523404,Sudeste,São Paulo,Itatiba,340,619,5185,"6,6%","11,9%"
5218508,Centro-Oeste,Goiás,Quirinópolis,340,530,4773,"7,1%","11,1%"
2106755,Nordeste,Maranhão,Miranda do Norte,339,933,4159,"8,2%","22,4%"
2202133,Nordeste,Piauí,Campo Grande do Piauí,339,418,1432,"23,7%","29,2%"
2700508,Nordeste,Alagoas,Barra de Santo Antônio,339,496,2891,"11,7%","17,2%"
2908705,Nordeste,Bahia,Condeúba,339,829,3107,"10,9%","26,7%"
2109205,Nordeste,Maranhão,Presidente Juscelino,338,420,1883,"18,0%","22,3%"
2920908,Nordeste,Bahia,Mascote,338,674,3114,"10,9%","21,6%"
2110906,Nordeste,Maranhão,São Francisco do Maranhão,337,532,2172,"15,5%","24,5%"
2112902,Nordeste,Maranhão,Vitória do Mearim,336,913,4827,"7,0%","18,9%"
3137205,Sudeste,Minas Gerais,Lagoa da Prata,336,461,3704,"9,1%","12,4%"
3519709,Sudeste,São Paulo,Ibiúna,336,802,7282,"4,6%","11,0%"
2705507,Nordeste,Alagoas,Murici,335,463,3992,"8,4%","11,6%"
5215603,Centro-Oeste,Goiás,Padre Bernardo,335,668,4291,"7,8%","15,6%"
1505551,Norte,Pará,Pau D’Arco,334,1056,1978,"16,9%","53,4%"
2510907,Nordeste,Paraíba,Paulista,334,667,2150,"15,5%","31,0%"
2928950,Nordeste,Bahia,São Domingos,334,501,1887,"17,7%","26,6%"
2206506,Nordeste,Piauí,Monsenhor Hipólito,333,598,1933,"17,2%","30,9%"
4122404,Sul,Paraná,Rolândia,333,576,5270,"6,3%","10,9%"
1600204,Norte,Amapá,Calçoene,332,1332,2160,"15,4%","61,7%"
2500304,Nordeste,Paraíba,Alagoa Grande,331,1454,5184,"6,4%","28,0%"
2915353,Nordeste,Bahia,Itaguaçu da Bahia,331,871,3186,"10,4%","27,3%"
3105905,Sudeste,Minas Gerais,Barroso,331,407,3068,"10,8%","13,3%"
3113305,Sudeste,Minas Gerais,Carangola,331,735,3925,"8,4%","18,7%"
3303807,Sudeste,Rio de Janeiro,Paraty,331,383,4741,"7,0%","8,1%"
2906600,Nordeste,Bahia,Candiba,330,641,2846,"11,6%","22,5%"
2911006,Nordeste,Bahia,Floresta Azul,330,490,2621,"12,6%","18,7%"
2110401,Nordeste,Maranhão,São Benedito do Rio Preto,329,554,3144,"10,5%","17,6%"
2301901,Nordeste,Ceará,Barbalha,329,1486,9039,"3,6%","16,4%"
2302057,Nordeste,Ceará,Barroquinha,329,802,2906,"11,3%","27,6%"
2805109,Nordeste,Sergipe,Pedrinhas,329,1325,2985,"11,0%","44,4%"
2926103,Nordeste,Bahia,Retirolândia,329,784,2536,"13,0%","30,9%"
2304269,Nordeste,Ceará,Deputado Ira- puan Pinheiro,328,217,1828,"17,9%","11,9%"
2604700,Nordeste,Pernambuco,Correntes,328,780,3489,"9,4%","22,4%"
1100254,Norte,Rondônia,Presidente Médici,327,839,2793,"11,7%","30,0%"
1302207,Norte,Amazonas,Juruá,327,1721,2791,"11,7%","61,7%"
2105401,Nordeste,Maranhão,Itapecuru Mirim,327,1406,8727,"3,7%","16,1%"
2210003,Nordeste,Piauí,São João do Piauí,327,694,3298,"9,9%","21,0%"
2608453,Nordeste,Pernambuco,Lagoa do Carro,327,201,3065,"10,7%","6,6%"
2904704,Nordeste,Bahia,Buerarema,327,676,3446,"9,5%","19,6%"
4119301,Sul,Paraná,Pinhão,327,560,4716,"6,9%","11,9%"
2301406,Nordeste,Ceará,Aratuba,326,444,2380,"13,7%","18,7%"
2604908,Nordeste,Pernambuco,Cumaru,326,116,3653,"8,9%","3,2%"
2901353,Nordeste,Bahia,Andorinha,326,1008,3946,"8,3%","25,5%"
2606507,Nordeste,Pernambuco,Iati,325,349,3197,"10,2%","10,9%"
3525300,Sudeste,São Paulo,Jaú,325,685,5818,"5,6%","11,8%"
2605152,Nordeste,Pernambuco,Dormentes,324,646,3060,"10,6%","21,1%"
2930808,Nordeste,Bahia,Souto Soares,324,618,2493,"13,0%","24,8%"
5001003,Centro-Oeste,Mato Grosso do Sul,Aparecida do Taboado,324,398,3698,"8,8%","10,8%"
5203302,Centro-Oeste,Goiás,Bela Vista de Goiás,324,607,3797,"8,5%","16,0%"
2106326,Nordeste,Maranhão,Maracaçumé,323,640,3378,"9,6%","18,9%"
2300754,Nordeste,Ceará,Amontada,323,1697,6564,"4,9%","25,9%"
2412203,Nordeste,Rio Grande do Norte,São José de Mipibu,323,1411,6372,"5,1%","22,1%"
2932457,Nordeste,Bahia,Umburanas,323,634,2660,"12,1%","23,8%"
3504008,Sudeste,São Paulo,Assis,323,794,5151,"6,3%","15,4%"
2507903,Nordeste,Paraíba,Juripiranga,322,112,2116,"15,2%","5,3%"
2600609,Nordeste,Pernambuco,Alagoinha,322,873,2717,"11,9%","32,1%"
2802601,Nordeste,Sergipe,Gracho Cardoso,322,357,1989,"16,2%","17,9%"
2904308,Nordeste,Bahia,Brejões,322,305,2732,"11,8%","11,2%"
2931400,Nordeste,Bahia,Teodoro Sam- paio,322,885,1950,"16,5%","45,4%"
3500303,Sudeste,São Paulo,Aguaí,322,486,2842,"11,3%","17,1%"
3529302,Sudeste,São Paulo,Matão,322,541,4343,"7,4%","12,5%"
4108601,Sul,Paraná,Goioerê,322,396,3042,"10,6%","13,0%"
2413359,Nordeste,Rio Grande do Norte,Serra do Mel,321,673,2431,"13,2%","27,7%"
2512002,Nordeste,Paraíba,Pocinhos,321,278,3393,"9,5%","8,2%"
2916005,Nordeste,Bahia,Itanhém,321,504,2768,"11,6%","18,2%"
4322509,Sul,Rio Grande do Sul,Vacaria,321,468,4743,"6,8%","9,9%"
5006309,Centro-Oeste,Mato Grosso do Sul,Paranaíba,321,585,5518,"5,8%","10,6%"
2312403,Nordeste,Ceará,São Gonçalo do Amarante,320,1472,7157,"4,5%","20,6%"
2926202,Nordeste,Bahia,Riachão das Neves,319,434,4480,"7,1%","9,7%"
3169356,Sudeste,Minas Gerais,Três Marias,319,459,3174,"10,1%","14,5%"
3510401,Sudeste,São Paulo,Capivari,319,635,3653,"8,7%","17,4%"
1200252,Norte,Acre,Epitaciolândia,318,1010,2236,"14,2%","45,2%"
2921708,Nordeste,Bahia,Morro do Cha- péu,318,504,4062,"7,8%","12,4%"
1508050,Norte,Pará,Trairão,317,1304,2611,"12,1%","49,9%"
2301208,Nordeste,Ceará,Aracoiaba,316,1187,5142,"6,1%","23,1%"
2409308,Nordeste,Rio Grande do Norte,Patu,316,846,2818,"11,2%","30,0%"
2928059,Nordeste,Bahia,Santa Luzia,316,736,2380,"13,3%","30,9%"
3520426,Sudeste,São Paulo,Ilha Comprida,316,485,2751,"11,5%","17,6%"
4117503,Sul,Paraná,Paiçandu,316,456,4348,"7,3%","10,5%"
1400209,Norte,Roraima,Caracaraí,315,984,2242,"14,0%","43,9%"
2516706,Nordeste,Paraíba,Teixeira,315,867,2470,"12,8%","35,1%"
2608503,Nordeste,Pernambuco,Lagoa de Itaenga,315,741,2860,"11,0%","25,9%"
2201606,Nordeste,Piauí,Beneditinos,314,384,1933,"16,2%","19,9%"
2304236,Nordeste,Ceará,Croatá,314,537,2982,"10,5%","18,0%"
2402105,Nordeste,Rio Grande do Norte,Campo Re- dondo,314,200,2450,"12,8%","8,2%"
2615409,Nordeste,Pernambuco,Toritama,314,1623,8108,"3,9%","20,0%"
2919603,Nordeste,Bahia,Macajuba,314,651,2195,"14,3%","29,7%"
2921104,Nordeste,Bahia,Medeiros Neto,314,855,4353,"7,2%","19,6%"
2931806,Nordeste,Bahia,Tremedal,314,320,3066,"10,2%","10,4%"
2209005,Nordeste,Piauí,Rio Grande do Piauí,313,537,1796,"17,4%","29,9%"
2612703,Nordeste,Pernambuco,Santa Maria do Cambucá,313,1007,3636,"8,6%","27,7%"
3204203,Sudeste,Espírito Santo,Piúma,313,582,3229,"9,7%","18,0%"
3520400,Sudeste,São Paulo,Ilhabela,313,369,2418,"12,9%","15,3%"
5106752,Centro-Oeste,Mato Grosso,Pontes e La- cerda,313,454,4326,"7,2%","10,5%"
2105005,Nordeste,Maranhão,Humberto de Campos,312,1115,5179,"6,0%","21,5%"
2400901,Nordeste,Rio Grande do Norte,Antônio Martins,312,327,1535,"20,3%","21,3%"
2504405,Nordeste,Paraíba,Conceição,312,851,3012,"10,4%","28,3%"
2907707,Nordeste,Bahia,Chorrochó,312,226,2670,"11,7%","8,5%"
2308005,Nordeste,Ceará,Massapê,311,1470,5496,"5,7%","26,7%"
2500601,Nordeste,Paraíba,Alhandra,311,909,3677,"8,5%","24,7%"
2806107,Nordeste,Sergipe,Rosário do Catete,311,125,1725,"18,0%","7,2%"
2905107,Nordeste,Bahia,Caém,311,213,2467,"12,6%","8,6%"
2909604,Nordeste,Bahia,Crisópolis,311,953,3345,"9,3%","28,5%"
4302808,Sul,Rio Grande do Sul,Caçapava do Sul,311,598,3579,"8,7%","16,7%"
5210208,Centro-Oeste,Goiás,Iporá,311,591,3601,"8,6%","16,4%"
2513901,Nordeste,Paraíba,São Bento,310,1603,6275,"4,9%","25,5%"
3202306,Sudeste,Espírito Santo,Guaçuí,310,606,3975,"7,8%","15,2%"
2905503,Nordeste,Bahia,Caldeirão Grande,309,213,2808,"11,0%","7,6%"
2305209,Nordeste,Ceará,Hidrolândia,308,820,2833,"10,9%","28,9%"
2903508,Nordeste,Bahia,Belo Campo,308,676,4000,"7,7%","16,9%"
2925600,Nordeste,Bahia,Presidente Dutra,308,774,2653,"11,6%","29,2%"
2613800,Nordeste,Pernambuco,São Vicente Férrer,307,479,2948,"10,4%","16,2%"
2907608,Nordeste,Bahia,Central,307,955,3786,"8,1%","25,2%"
2913200,Nordeste,Bahia,Ibotirama,307,878,4007,"7,7%","21,9%"
2932507,Nordeste,Bahia,Una,307,490,3258,"9,4%","15,0%"
3170404,Sudeste,Minas Gerais,Unaí,307,594,5796,"5,3%","10,2%"
3541307,Sudeste,São Paulo,Presidente Epitácio,307,628,3802,"8,1%","16,5%"
4310603,Sul,Rio Grande do Sul,Itaqui,307,470,3297,"9,3%","14,3%"
2309458,Nordeste,Ceará,Ocara,306,743,3393,"9,0%","21,9%"
2310852,Nordeste,Ceará,Pindoretama,306,898,4304,"7,1%","20,9%"
2502805,Nordeste,Paraíba,Brejo do Cruz,306,855,3238,"9,5%","26,4%"
3127107,Sudeste,Minas Gerais,Frutal,306,679,5235,"5,8%","13,0%"
3147105,Sudeste,Minas Gerais,Pará de Minas,306,486,4909,"6,2%","9,9%"
5210000,Centro-Oeste,Goiás,Inhumas,306,586,5145,"5,9%","11,4%"
